"acquisition_channel";"days_since_registration";"retention"
organic;22;17.978
organic;23;22.472
organic;24;23.596
organic;25;25.843
organic;26;12.360
organic;27;20.225
organic;28;22.472
organic;29;20.225
organic;30;7.865
organic;0;28.571
organic;1;23.377
organic;2;15.584
organic;3;28.571
organic;4;14.286
organic;5;27.273
organic;6;27.273
organic;7;29.870
organic;8;25.974
organic;9;20.779
organic;10;29.870
organic;11;25.974
organic;12;22.078
organic;13;27.273
organic;14;10.390
organic;15;18.182
organic;16;18.182
organic;17;19.481
organic;18;14.286
organic;19;23.377
organic;20;11.688
organic;21;16.883
organic;22;16.883
organic;23;16.883
organic;24;9.091
organic;25;19.481
organic;26;19.481
organic;27;11.688
organic;28;14.286
organic;29;20.779
organic;30;6.494
organic;0;25.316
organic;1;24.051
organic;2;30.380
organic;3;24.051
organic;4;26.582
organic;5;25.316
organic;6;20.253
organic;7;20.253
organic;8;32.911
organic;9;25.316
organic;10;21.519
organic;11;27.848
organic;12;25.316
organic;13;24.051
organic;14;16.456
organic;15;15.190
organic;16;11.392
organic;17;17.722
organic;18;18.987
organic;19;16.456
organic;20;20.253
organic;21;17.722
organic;22;13.924
organic;23;16.456
organic;24;12.658
organic;25;17.722
organic;26;17.722
organic;27;12.658
organic;28;21.519
organic;29;13.924
organic;30;6.329
organic;0;31.169
organic;1;20.779
organic;2;32.468
organic;3;27.273
organic;4;19.481
organic;5;18.182
organic;6;27.273
organic;7;25.974
organic;8;25.974
organic;9;27.273
organic;10;28.571
organic;11;32.468
organic;12;16.883
organic;13;24.675
organic;14;18.182
organic;15;22.078
organic;16;22.078
organic;17;18.182
organic;18;11.688
organic;19;24.675
organic;20;24.675
organic;21;20.779
organic;22;18.182
organic;23;20.779
organic;24;15.584
organic;25;23.377
organic;26;14.286
organic;27;20.779
organic;28;23.377
organic;29;15.584
organic;30;3.896
organic;0;31.884
organic;1;23.188
organic;2;24.638
organic;3;28.986
organic;4;24.638
organic;5;20.290
organic;6;24.638
organic;7;21.739
organic;8;27.536
organic;9;21.739
organic;10;24.638
organic;11;20.290
organic;12;18.841
organic;13;26.087
organic;14;18.841
organic;15;13.043
organic;16;21.739
organic;17;14.493
organic;18;11.594
organic;19;14.493
organic;20;14.493
organic;21;11.594
organic;22;15.942
organic;23;13.043
organic;24;14.493
organic;25;13.043
organic;26;17.391
organic;27;18.841
organic;28;17.391
organic;29;14.493
organic;30;2.899
organic;0;23.171
organic;1;23.171
organic;2;18.293
organic;3;23.171
organic;4;23.171
organic;5;23.171
organic;6;32.927
organic;7;31.707
organic;8;24.390
organic;9;15.854
organic;10;20.732
organic;11;26.829
organic;12;25.610
organic;13;20.732
organic;14;15.854
organic;15;14.634
organic;16;25.610
organic;17;26.829
organic;18;8.537
organic;19;17.073
organic;20;13.415
organic;21;14.634
organic;22;12.195
organic;23;13.415
organic;24;17.073
organic;25;17.073
organic;26;20.732
organic;27;10.976
organic;28;7.317
organic;29;14.634
organic;30;4.878
organic;0;26.761
organic;1;26.761
organic;2;22.535
organic;3;26.761
organic;4;16.901
organic;5;22.535
organic;6;19.718
organic;7;23.944
organic;8;23.944
organic;9;22.535
organic;10;21.127
organic;11;23.944
organic;12;23.944
organic;13;23.944
organic;14;25.352
organic;15;15.493
organic;16;26.761
organic;17;18.310
organic;18;21.127
organic;19;9.859
organic;20;15.493
organic;21;19.718
organic;22;19.718
organic;23;14.085
organic;24;26.761
organic;25;16.901
organic;26;14.085
organic;27;11.268
organic;28;18.310
organic;29;16.901
organic;30;4.225
organic;0;28.395
organic;1;30.864
organic;2;33.333
organic;3;28.395
organic;4;19.753
organic;5;27.160
organic;6;20.988
organic;7;20.988
organic;8;18.519
organic;9;28.395
organic;10;29.630
organic;11;20.988
organic;12;24.691
organic;13;27.160
organic;14;17.284
organic;15;22.222
organic;16;13.580
organic;17;25.926
organic;18;14.815
organic;19;17.284
organic;20;18.519
organic;21;22.222
organic;22;18.519
organic;23;22.222
organic;24;18.519
organic;25;13.580
organic;26;19.753
organic;27;19.753
organic;28;16.049
organic;29;24.691
organic;30;8.642
organic;0;25.333
organic;1;22.667
organic;2;20.000
organic;3;33.333
organic;4;29.333
organic;5;37.333
organic;6;25.333
organic;7;22.667
organic;8;22.667
organic;9;21.333
organic;10;32.000
organic;11;18.667
organic;12;22.667
organic;13;30.667
organic;14;13.333
organic;15;25.333
organic;16;14.667
organic;17;22.667
organic;18;16.000
organic;19;16.000
organic;20;18.667
organic;21;17.333
organic;22;16.000
organic;23;18.667
organic;24;20.000
organic;25;18.667
organic;26;18.667
organic;27;21.333
organic;28;16.000
organic;29;16.000
organic;30;5.333
organic;0;28.571
organic;1;37.143
organic;2;17.143
organic;3;27.143
organic;4;17.143
organic;5;15.714
organic;6;24.286
organic;7;32.857
organic;8;25.714
organic;9;28.571
organic;10;28.571
organic;11;27.143
organic;12;17.143
organic;13;24.286
organic;14;14.286
organic;15;10.000
organic;16;22.857
organic;17;22.857
organic;18;15.714
organic;19;22.857
organic;20;20.000
organic;21;11.429
organic;22;14.286
organic;23;22.857
organic;24;20.000
organic;25;18.571
organic;26;18.571
organic;27;11.429
organic;28;18.571
organic;29;11.429
organic;30;10.000
organic;0;26.596
organic;1;29.787
organic;2;26.596
organic;3;23.404
organic;4;20.213
organic;5;26.596
organic;6;18.085
organic;7;14.894
organic;8;35.106
organic;9;29.787
organic;10;29.787
organic;11;26.596
organic;12;21.277
organic;13;20.213
organic;14;20.213
organic;15;15.957
organic;16;10.638
organic;17;12.766
organic;18;22.340
organic;19;20.213
organic;20;21.277
organic;21;14.894
organic;22;11.702
organic;23;17.021
organic;24;18.085
organic;25;10.638
organic;26;19.149
organic;27;15.957
organic;28;19.149
organic;29;18.085
organic;30;6.383
organic;0;20.833
organic;1;20.833
organic;2;23.958
organic;3;17.708
organic;4;20.833
organic;5;28.125
organic;6;25.000
organic;7;21.875
organic;8;13.542
organic;9;25.000
organic;10;23.958
organic;11;17.708
organic;12;27.083
organic;13;17.708
organic;14;12.500
organic;15;16.667
organic;16;14.583
organic;17;14.583
organic;18;13.542
organic;19;7.292
organic;20;8.333
organic;21;13.542
organic;22;8.333
organic;23;10.417
organic;24;12.500
organic;25;15.625
organic;26;7.292
organic;27;21.875
organic;28;12.500
organic;29;18.750
organic;30;3.125
organic;0;23.684
organic;1;28.947
organic;2;14.474
organic;3;26.316
organic;4;17.105
organic;5;23.684
organic;6;27.632
organic;7;21.053
organic;8;27.632
organic;9;30.263
organic;10;23.684
organic;11;28.947
organic;12;28.947
organic;13;32.895
organic;14;15.789
organic;15;15.789
organic;16;6.579
organic;17;13.158
organic;18;18.421
organic;19;9.211
organic;20;26.316
organic;21;18.421
organic;22;21.053
organic;23;15.789
organic;24;22.368
organic;25;9.211
organic;26;19.737
organic;27;11.842
organic;28;17.105
organic;29;11.842
organic;30;3.947
organic;0;30.928
organic;1;22.680
organic;2;26.804
organic;3;26.804
organic;4;24.742
organic;5;23.711
organic;6;25.773
organic;7;25.773
organic;8;22.680
organic;9;26.804
organic;10;26.804
organic;11;23.711
organic;12;17.526
organic;13;30.928
organic;14;11.340
organic;15;26.804
organic;16;17.526
organic;17;11.340
organic;18;24.742
organic;19;19.588
organic;20;15.464
organic;21;20.619
organic;22;18.557
organic;23;21.649
organic;24;15.464
organic;25;14.433
organic;26;23.711
organic;27;17.526
organic;28;19.588
organic;29;23.711
organic;30;1.031
organic;0;26.316
organic;1;31.579
organic;2;39.474
organic;3;26.316
organic;4;32.895
organic;5;30.263
organic;6;26.316
organic;7;30.263
organic;8;23.684
organic;9;23.684
organic;10;31.579
organic;11;27.632
organic;12;30.263
organic;13;28.947
organic;14;18.421
organic;15;18.421
organic;16;25.000
organic;17;19.737
organic;18;13.158
organic;19;23.684
organic;20;18.421
organic;21;18.421
organic;22;19.737
organic;23;22.368
organic;24;18.421
organic;25;17.105
organic;26;26.316
organic;27;18.421
organic;28;25.000
organic;29;17.105
organic;30;5.263
organic;0;30.263
organic;1;17.105
organic;2;25.000
organic;3;22.368
organic;4;22.368
organic;5;30.263
organic;6;23.684
organic;7;26.316
organic;8;27.632
organic;9;26.316
organic;10;25.000
organic;11;19.737
organic;12;25.000
organic;13;23.684
organic;14;14.474
organic;15;19.737
organic;16;14.474
organic;17;11.842
organic;18;15.789
organic;19;26.316
organic;20;13.158
organic;21;14.474
organic;22;14.474
organic;23;17.105
organic;24;17.105
organic;25;21.053
organic;26;17.105
organic;27;14.474
organic;28;17.105
organic;29;19.737
organic;30;6.579
organic;0;19.178
organic;1;19.178
organic;2;24.658
organic;3;21.918
organic;4;26.027
organic;5;24.658
organic;6;24.658
organic;7;19.178
organic;8;19.178
organic;9;21.918
organic;10;21.918
organic;11;27.397
organic;12;27.397
organic;13;19.178
organic;14;28.767
organic;15;19.178
organic;16;20.548
organic;17;19.178
organic;18;12.329
organic;19;17.808
organic;20;17.808
organic;21;13.699
organic;22;27.397
organic;23;19.178
organic;24;15.068
organic;25;10.959
organic;26;21.918
organic;27;19.178
organic;28;23.288
organic;29;19.178
organic;30;2.740
organic;0;22.667
organic;1;29.333
organic;2;26.667
organic;3;16.000
organic;4;24.000
organic;5;37.333
organic;6;25.333
organic;7;18.667
organic;8;22.667
organic;9;22.667
organic;10;28.000
organic;11;29.333
organic;12;26.667
organic;13;21.333
organic;14;16.000
organic;15;21.333
organic;16;12.000
organic;17;8.000
organic;18;16.000
organic;19;16.000
organic;20;22.667
organic;21;22.667
organic;22;21.333
organic;23;12.000
organic;24;17.333
organic;25;28.000
organic;26;16.000
organic;27;25.333
organic;28;13.333
organic;29;13.333
organic;30;5.333
organic;0;23.711
organic;1;26.804
organic;2;21.649
organic;3;28.866
organic;4;27.835
organic;5;24.742
organic;6;14.433
organic;7;21.649
organic;8;21.649
organic;9;24.742
organic;10;22.680
organic;11;21.649
organic;12;19.588
organic;13;16.495
organic;14;15.464
organic;15;17.526
organic;16;17.526
organic;17;20.619
organic;18;18.557
organic;19;14.433
organic;20;13.402
organic;21;13.402
organic;22;15.464
organic;23;13.402
organic;24;11.340
organic;25;15.464
organic;26;13.402
organic;27;13.402
organic;28;14.433
organic;29;10.309
organic;30;5.155
organic;0;37.143
organic;1;38.571
organic;2;28.571
organic;3;28.571
organic;4;20.000
organic;5;30.000
organic;6;28.571
organic;7;18.571
organic;8;20.000
organic;9;25.714
organic;10;24.286
organic;11;31.429
organic;12;22.857
organic;13;28.571
organic;14;17.143
organic;15;11.429
organic;16;17.143
organic;17;20.000
organic;18;14.286
organic;19;15.714
organic;20;21.429
organic;21;12.857
organic;22;7.143
organic;23;18.571
organic;24;17.143
organic;25;8.571
organic;26;15.714
organic;27;17.143
organic;28;20.000
organic;29;14.286
organic;30;4.286
organic;0;21.505
organic;1;20.430
organic;2;19.355
organic;3;21.505
organic;4;19.355
organic;5;26.882
organic;6;22.581
organic;7;18.280
organic;8;24.731
organic;9;29.032
organic;10;31.183
organic;11;24.731
organic;12;30.108
organic;13;22.581
organic;14;12.903
organic;15;18.280
organic;16;19.355
organic;17;22.581
organic;18;21.505
organic;19;21.505
organic;20;23.656
organic;21;20.430
organic;22;11.828
organic;23;16.129
organic;24;13.978
organic;25;17.204
organic;26;15.054
organic;27;21.505
organic;28;18.280
organic;29;16.129
organic;30;8.602
organic;0;24.658
organic;1;23.288
organic;2;28.767
organic;3;23.288
organic;4;27.397
organic;5;31.507
organic;6;27.397
organic;7;23.288
organic;8;27.397
organic;9;20.548
organic;10;30.137
organic;11;20.548
organic;12;20.548
organic;13;30.137
organic;14;15.068
organic;15;9.589
organic;16;13.699
organic;17;23.288
organic;18;10.959
organic;19;15.068
organic;20;17.808
organic;21;21.918
organic;22;16.438
organic;23;12.329
organic;24;10.959
organic;25;20.548
organic;26;20.548
organic;27;12.329
organic;28;16.438
organic;29;17.808
organic;30;5.479
organic;0;25.556
organic;1;24.444
organic;2;27.778
organic;3;30.000
organic;4;20.000
organic;5;17.778
organic;6;27.778
organic;7;20.000
organic;8;26.667
organic;9;26.667
organic;10;25.556
organic;11;28.889
organic;12;21.111
organic;13;24.444
organic;14;16.667
organic;15;15.556
organic;16;18.889
organic;17;14.444
organic;18;15.556
organic;19;21.111
organic;20;21.111
organic;21;15.556
organic;22;14.444
organic;23;21.111
organic;24;14.444
organic;25;11.111
organic;26;14.444
organic;27;16.667
organic;28;18.889
organic;29;15.556
organic;30;5.556
organic;0;19.737
organic;1;27.632
organic;2;22.368
organic;3;27.632
organic;4;27.632
organic;5;19.737
organic;6;26.316
organic;7;26.316
organic;8;27.632
organic;9;28.947
organic;10;31.579
organic;11;26.316
organic;12;27.632
organic;13;23.684
organic;14;15.789
organic;15;27.632
organic;16;21.053
organic;17;15.789
organic;18;23.684
organic;19;27.632
organic;20;18.421
organic;21;14.474
organic;22;21.053
organic;23;26.316
organic;24;21.053
organic;25;14.474
organic;26;21.053
organic;27;26.316
organic;28;26.316
organic;29;28.947
organic;30;7.895
organic;0;21.429
organic;1;29.762
organic;2;21.429
organic;3;34.524
organic;4;26.190
organic;5;28.571
organic;6;19.048
organic;7;22.619
organic;8;32.143
organic;9;26.190
organic;10;19.048
organic;11;27.381
organic;12;32.143
organic;13;32.143
organic;14;16.667
organic;15;20.238
organic;16;16.667
organic;17;14.286
organic;18;13.095
organic;19;21.429
organic;20;15.476
organic;21;23.810
organic;22;20.238
organic;23;17.857
organic;24;13.095
organic;25;14.286
organic;26;19.048
organic;27;21.429
organic;28;15.476
organic;29;21.429
organic;30;8.333
organic;0;29.293
organic;1;31.313
organic;2;33.333
organic;3;16.162
organic;4;19.192
organic;5;23.232
organic;6;25.253
organic;7;25.253
organic;8;23.232
organic;9;25.253
organic;10;24.242
organic;11;23.232
organic;12;25.253
organic;13;22.222
organic;14;21.212
organic;15;20.202
organic;16;16.162
organic;17;15.152
organic;18;26.263
organic;19;19.192
organic;20;12.121
organic;21;16.162
organic;22;11.111
organic;23;25.253
organic;24;24.242
organic;25;13.131
organic;26;19.192
organic;27;18.182
organic;28;17.172
organic;29;15.152
organic;30;7.071
organic;0;15.385
organic;1;23.077
organic;2;26.923
organic;3;17.949
organic;4;25.641
organic;5;16.667
organic;6;19.231
organic;7;38.462
organic;8;34.615
organic;9;32.051
organic;10;28.205
organic;11;33.333
organic;12;34.615
organic;13;30.769
organic;14;19.231
organic;15;11.538
organic;16;21.795
organic;17;10.256
organic;18;16.667
organic;19;16.667
organic;20;16.667
organic;21;12.821
organic;22;15.385
organic;23;14.103
organic;24;17.949
organic;25;15.385
organic;26;26.923
organic;27;20.513
organic;28;14.103
organic;29;28.205
organic;30;6.410
organic;0;23.457
organic;1;30.864
organic;2;25.926
organic;3;24.691
organic;4;17.284
organic;5;32.099
organic;6;29.630
organic;7;28.395
organic;8;20.988
organic;9;20.988
organic;10;27.160
organic;11;27.160
organic;12;23.457
organic;13;13.580
organic;14;14.815
organic;15;18.519
organic;16;25.926
organic;17;13.580
organic;18;19.753
organic;19;17.284
organic;20;16.049
organic;21;16.049
organic;22;29.630
organic;23;18.519
organic;24;20.988
organic;25;22.222
organic;26;19.753
organic;27;19.753
organic;28;16.049
organic;29;14.815
organic;30;4.938
organic;0;28.049
organic;1;36.585
organic;2;20.732
organic;3;20.732
organic;4;25.610
organic;5;19.512
organic;6;31.707
organic;7;29.268
organic;8;24.390
organic;9;30.488
organic;10;25.610
organic;11;25.610
organic;12;28.049
organic;13;26.829
organic;14;10.976
organic;15;21.951
organic;16;14.634
organic;17;20.732
organic;18;19.512
organic;19;13.415
organic;20;17.073
organic;21;17.073
organic;22;14.634
organic;23;8.537
organic;24;19.512
organic;25;14.634
organic;26;18.293
organic;27;14.634
organic;28;17.073
organic;29;23.171
organic;30;2.439
organic;0;26.316
organic;1;30.263
organic;2;31.579
organic;3;25.000
organic;4;30.263
organic;5;26.316
organic;6;28.947
organic;7;26.316
organic;8;34.211
organic;9;28.947
organic;10;36.842
organic;11;26.316
organic;12;26.316
organic;13;27.632
organic;14;19.737
organic;15;19.737
organic;16;21.053
organic;17;27.632
organic;18;27.632
organic;19;22.368
organic;20;27.632
organic;21;26.316
organic;22;22.368
organic;23;13.158
organic;24;34.211
organic;25;31.579
organic;26;18.421
organic;27;25.000
organic;28;22.368
organic;29;22.368
organic;30;6.579
organic;0;27.778
organic;1;22.222
organic;2;20.833
organic;3;29.167
organic;4;25.000
organic;5;25.000
organic;6;18.056
organic;7;22.222
organic;8;26.389
organic;9;20.833
organic;10;29.167
organic;11;26.389
organic;12;34.722
organic;13;30.556
organic;14;15.278
organic;15;9.722
organic;16;18.056
organic;17;15.278
organic;18;15.278
organic;19;20.833
organic;20;5.556
organic;21;19.444
organic;22;16.667
organic;23;12.500
organic;24;15.278
organic;25;16.667
organic;26;16.667
organic;27;13.889
organic;28;16.667
organic;29;15.278
organic;30;6.944
organic;0;30.588
organic;1;27.059
organic;2;28.235
organic;3;24.706
organic;4;25.882
organic;5;28.235
organic;6;35.294
organic;7;32.941
organic;8;30.588
organic;9;28.235
organic;10;23.529
organic;11;24.706
organic;12;25.882
organic;13;24.706
organic;14;22.353
organic;15;17.647
organic;16;21.176
organic;17;15.294
organic;18;17.647
organic;19;11.765
organic;20;24.706
organic;21;23.529
organic;22;16.471
organic;23;20.000
organic;24;18.824
organic;25;27.059
organic;26;14.118
organic;27;27.059
organic;28;21.176
organic;29;17.647
organic;30;5.882
organic;0;35.065
organic;1;24.675
organic;2;15.584
organic;3;36.364
organic;4;25.974
organic;5;31.169
organic;6;42.857
organic;7;28.571
organic;8;25.974
organic;9;27.273
organic;10;28.571
organic;11;24.675
organic;12;19.481
organic;13;33.766
organic;14;25.974
organic;15;16.883
organic;16;22.078
organic;17;23.377
organic;18;32.468
organic;19;27.273
organic;20;27.273
organic;21;29.870
organic;22;18.182
organic;23;22.078
organic;24;27.273
organic;25;22.078
organic;26;15.584
organic;27;22.078
organic;28;22.078
organic;29;23.377
organic;30;7.792
organic;0;26.136
organic;1;34.091
organic;2;31.818
organic;3;32.955
organic;4;34.091
organic;5;29.545
organic;6;35.227
organic;7;17.045
organic;8;21.591
organic;9;18.182
organic;10;27.273
organic;11;30.682
organic;12;27.273
organic;13;27.273
organic;14;30.682
organic;15;23.864
organic;16;17.045
organic;17;19.318
organic;18;19.318
organic;19;23.864
organic;20;17.045
organic;21;25.000
organic;22;12.500
organic;23;14.773
organic;24;19.318
organic;25;21.591
organic;26;19.318
organic;27;30.682
organic;28;23.864
organic;29;26.136
organic;30;4.545
organic;0;31.325
organic;1;24.096
organic;2;21.687
organic;3;33.735
organic;4;24.096
organic;5;31.325
organic;6;24.096
organic;7;32.530
organic;8;26.506
organic;9;27.711
organic;10;26.506
organic;11;18.072
organic;12;33.735
organic;13;30.120
organic;14;19.277
organic;15;16.867
organic;16;14.458
organic;17;18.072
organic;18;24.096
organic;19;16.867
organic;20;14.458
organic;21;18.072
organic;22;27.711
organic;23;10.843
organic;24;16.867
organic;25;18.072
organic;26;24.096
organic;27;20.482
organic;28;18.072
organic;29;15.663
organic;30;4.819
organic;0;36.047
organic;1;20.930
organic;2;23.256
organic;3;23.256
organic;4;23.256
organic;5;29.070
organic;6;26.744
organic;7;25.581
organic;8;23.256
organic;9;29.070
organic;10;31.395
organic;11;32.558
organic;12;31.395
organic;13;32.558
organic;14;22.093
organic;15;17.442
organic;16;15.116
organic;17;22.093
organic;18;16.279
organic;19;22.093
organic;20;17.442
organic;21;20.930
organic;22;16.279
organic;23;17.442
organic;24;17.442
organic;25;22.093
organic;26;15.116
organic;27;23.256
organic;28;17.442
organic;29;22.093
organic;30;4.651
organic;0;22.368
organic;1;26.316
organic;2;23.684
organic;3;30.263
organic;4;25.000
organic;5;31.579
organic;6;27.632
organic;7;18.421
organic;8;26.316
organic;9;30.263
organic;10;21.053
organic;11;15.789
organic;12;19.737
organic;13;18.421
organic;14;18.421
organic;15;13.158
organic;16;13.158
organic;17;22.368
organic;18;10.526
organic;19;14.474
organic;20;15.789
organic;21;17.105
organic;22;18.421
organic;23;10.526
organic;24;17.105
organic;25;15.789
organic;26;14.474
organic;27;15.789
organic;28;13.158
organic;29;10.526
organic;30;5.263
organic;0;24.675
organic;1;24.675
organic;2;20.779
organic;3;24.675
organic;4;33.766
organic;5;22.078
organic;6;25.974
organic;7;29.870
organic;8;23.377
organic;9;33.766
organic;10;25.974
organic;11;20.779
organic;12;33.766
organic;13;33.766
organic;14;10.390
organic;15;14.286
organic;16;19.481
organic;17;11.688
organic;18;16.883
organic;19;14.286
organic;20;23.377
organic;21;16.883
organic;22;18.182
organic;23;15.584
organic;24;16.883
organic;25;11.688
organic;26;11.688
organic;27;12.987
organic;28;24.675
organic;29;24.675
organic;30;5.195
organic;0;23.750
organic;1;20.000
organic;2;23.750
organic;3;27.500
organic;4;32.500
organic;5;16.250
organic;6;25.000
organic;7;31.250
organic;8;25.000
organic;9;22.500
organic;10;31.250
organic;11;26.250
organic;12;28.750
organic;13;25.000
organic;14;16.250
organic;15;23.750
organic;16;23.750
organic;17;16.250
organic;18;16.250
organic;19;15.000
organic;20;11.250
organic;21;18.750
organic;22;21.250
organic;23;8.750
organic;24;16.250
organic;25;16.250
organic;26;15.000
organic;27;17.500
organic;28;10.000
organic;29;15.000
organic;30;6.250
organic;0;24.096
organic;1;20.482
organic;2;18.072
organic;3;26.506
organic;4;34.940
organic;5;26.506
organic;6;28.916
organic;7;28.916
organic;8;30.120
organic;9;28.916
organic;10;24.096
organic;11;22.892
organic;12;20.482
organic;13;20.482
organic;14;20.482
organic;15;16.867
organic;16;21.687
organic;17;16.867
organic;18;19.277
organic;19;25.301
organic;20;18.072
organic;21;16.867
organic;22;19.277
organic;23;20.482
organic;24;9.639
organic;25;18.072
organic;26;18.072
organic;27;15.663
organic;28;14.458
organic;29;19.277
organic;30;6.024
organic;0;29.487
organic;1;20.513
organic;2;26.923
organic;3;34.615
organic;4;24.359
organic;5;29.487
organic;6;24.359
organic;7;21.795
organic;8;29.487
organic;9;24.359
organic;10;29.487
organic;11;21.795
organic;12;32.051
organic;13;21.795
organic;14;15.385
organic;15;20.513
organic;16;21.795
organic;17;20.513
organic;18;17.949
organic;19;21.795
organic;20;15.385
organic;21;19.231
organic;22;11.538
organic;23;17.949
organic;24;16.667
organic;25;19.231
organic;26;21.795
organic;27;23.077
organic;28;20.513
organic;29;17.949
organic;30;5.128
organic;0;28.395
organic;1;27.160
organic;2;23.457
organic;3;25.926
organic;4;27.160
organic;5;25.926
organic;6;25.926
organic;7;17.284
organic;8;28.395
organic;9;29.630
organic;10;27.160
organic;11;17.284
organic;12;19.753
organic;13;25.926
organic;14;18.519
organic;15;14.815
organic;16;14.815
organic;17;17.284
organic;18;27.160
organic;19;17.284
organic;20;12.346
organic;21;19.753
organic;22;22.222
organic;23;23.457
organic;24;16.049
organic;25;23.457
organic;26;17.284
organic;27;19.753
organic;28;14.815
organic;29;17.284
organic;30;6.173
organic;0;29.231
organic;1;40.000
organic;2;24.615
organic;3;32.308
organic;4;24.615
organic;5;36.923
organic;6;26.154
organic;7;29.231
organic;8;35.385
organic;9;29.231
organic;10;27.692
organic;11;24.615
organic;12;29.231
organic;13;27.692
organic;14;20.000
organic;15;20.000
organic;16;16.923
organic;17;18.462
organic;18;6.154
organic;19;18.462
organic;20;12.308
organic;21;29.231
organic;22;15.385
organic;23;21.538
organic;24;23.077
organic;25;24.615
organic;26;16.923
organic;27;18.462
organic;28;18.462
organic;29;20.000
organic;30;13.846
organic;0;21.348
organic;1;37.079
organic;2;29.213
organic;3;22.472
organic;4;32.584
organic;5;31.461
organic;6;26.966
organic;7;24.719
organic;8;29.213
organic;9;25.843
organic;10;24.719
organic;11;24.719
organic;12;28.090
organic;13;29.213
organic;14;21.348
organic;15;17.978
organic;16;17.978
organic;17;24.719
organic;18;20.225
organic;19;19.101
organic;20;16.854
organic;21;13.483
organic;22;12.360
organic;23;17.978
organic;24;22.472
organic;25;19.101
organic;26;21.348
organic;27;14.607
organic;28;16.854
organic;29;15.730
organic;30;6.742
organic;0;26.506
organic;1;30.120
organic;2;27.711
organic;3;27.711
organic;4;21.687
organic;5;30.120
organic;6;21.687
organic;7;30.120
organic;8;22.892
organic;9;21.687
organic;10;28.916
organic;11;25.301
organic;12;21.687
organic;13;21.687
organic;14;15.663
organic;15;20.482
organic;16;16.867
organic;17;16.867
organic;18;16.867
organic;19;18.072
organic;20;19.277
organic;21;14.458
organic;22;12.048
organic;23;13.253
organic;24;12.048
organic;25;18.072
organic;26;25.301
organic;27;9.639
organic;28;13.253
organic;29;16.867
organic;30;6.024
organic;0;26.829
organic;1;29.268
organic;2;24.390
organic;3;28.049
organic;4;31.707
organic;5;19.512
organic;6;31.707
organic;7;26.829
organic;8;19.512
organic;9;30.488
organic;10;28.049
organic;11;26.829
organic;12;15.854
organic;13;18.293
organic;14;20.732
organic;15;14.634
organic;16;12.195
organic;17;18.293
organic;18;8.537
organic;19;15.854
organic;20;12.195
organic;21;15.854
organic;22;19.512
organic;23;17.073
organic;24;15.854
organic;25;13.415
organic;26;18.293
organic;27;14.634
organic;28;21.951
organic;29;13.415
organic;30;1.220
organic;0;29.630
organic;1;28.395
organic;2;14.815
organic;3;24.691
organic;4;29.630
organic;5;25.926
organic;6;24.691
organic;7;17.284
organic;8;24.691
organic;9;23.457
organic;10;25.926
organic;11;24.691
organic;12;14.815
organic;13;24.691
organic;14;17.284
organic;15;19.753
organic;16;13.580
organic;17;17.284
organic;18;17.284
organic;19;13.580
organic;20;14.815
organic;21;23.457
organic;22;18.519
organic;23;12.346
organic;24;20.988
organic;25;17.284
organic;26;17.284
organic;27;12.346
organic;28;17.284
organic;29;16.049
organic;30;6.173
organic;0;27.500
organic;1;30.000
organic;2;35.000
organic;3;33.750
organic;4;25.000
organic;5;26.250
organic;6;28.750
organic;7;18.750
organic;8;23.750
organic;9;28.750
organic;10;25.000
organic;11;30.000
organic;12;25.000
organic;13;23.750
organic;14;8.750
organic;15;13.750
organic;16;12.500
organic;17;22.500
organic;18;20.000
organic;19;22.500
organic;20;15.000
organic;21;20.000
organic;22;15.000
organic;23;13.750
organic;24;17.500
organic;25;16.250
organic;26;15.000
organic;27;16.250
organic;28;11.250
organic;29;13.750
organic;30;2.500
organic;0;22.222
organic;1;23.333
organic;2;33.333
organic;3;20.000
organic;4;23.333
organic;5;16.667
organic;6;21.111
organic;7;20.000
organic;8;20.000
organic;9;25.556
organic;10;20.000
organic;11;28.889
organic;12;23.333
organic;13;23.333
organic;14;12.222
organic;15;17.778
organic;16;8.889
organic;17;11.111
organic;18;15.556
organic;19;11.111
organic;20;8.889
organic;21;15.556
organic;22;13.333
organic;23;8.889
organic;24;12.222
organic;25;17.778
organic;26;13.333
organic;27;11.111
organic;28;11.111
organic;29;8.889
organic;30;6.667
organic;0;35.065
organic;1;32.468
organic;2;37.662
organic;3;32.468
organic;4;22.078
organic;5;18.182
organic;6;23.377
organic;7;29.870
organic;8;33.766
organic;9;27.273
organic;10;35.065
organic;11;24.675
organic;12;27.273
organic;13;18.182
organic;14;20.779
organic;15;15.584
organic;16;20.779
organic;17;18.182
organic;18;23.377
organic;19;12.987
organic;20;20.779
organic;21;23.377
organic;22;24.675
organic;23;19.481
organic;24;19.481
organic;25;24.675
organic;26;20.779
organic;27;22.078
organic;28;23.377
organic;29;12.987
organic;30;3.896
organic;0;23.529
organic;1;16.471
organic;2;27.059
organic;3;29.412
organic;4;27.059
organic;5;18.824
organic;6;24.706
organic;7;23.529
organic;8;12.941
organic;9;24.706
organic;10;21.176
organic;11;23.529
organic;12;30.588
organic;13;24.706
organic;14;12.941
organic;15;14.118
organic;16;17.647
organic;17;23.529
organic;18;12.941
organic;19;20.000
organic;20;14.118
organic;21;14.118
organic;22;18.824
organic;23;15.294
organic;24;14.118
